Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Alta, WY",Mar-18,$895K,,,1,,,1,,,3,,,227,,,,,
"Alta, WY",May-18,"$1,544K",,95.40%,2,,100.00%,,,,3,,-50.00%,388,,221,,,
"Alta, WY",Jun-18,"$1,570K",1.70%,31.40%,1,-50.00%,0.00%,2,,100.00%,4,33.30%,0.00%,198,-190,-173,,,
"Alta, WY",Jul-18,"$1,149K",-26.80%,70.20%,1,0.00%,0.00%,1,-50.00%,-66.70%,4,0.00%,-20.00%,85,-113,30,,,
"Alta, WY",Aug-18,$363K,-68.50%,,2,100.00%,,3,200.00%,,6,50.00%,,410,325,,,,
"Alta, WY",Sep-18,$767K,111.60%,,2,0.00%,,,,,5,-16.70%,,439,29,,,,
"Alta, WY",Oct-18,$712K,-7.20%,2.60%,2,0.00%,0.00%,,,,3,-40.00%,-40.00%,258,-181,-172,,,
"Alta, WY",Mar-19,$549K,,-38.70%,1,,0.00%,,,,2,,-33.30%,219,,-8,,,
"Alta, WY",May-19,"$1,795K",,16.30%,1,,-50.00%,1,,,2,,-33.30%,291,,-97,,,
"Alta, WY",Jul-19,$559K,,-51.30%,1,,0.00%,1,,0.00%,6,,50.00%,39,,-46,,,
"Alta, WY",Sep-19,$813K,,5.90%,2,,0.00%,,,,4,,-20.00%,66,,-373,,,
"Alta, WY",Feb-20,$775K,,,1,,,,,,4,,,282,,,,,
"Alta, WY",May-20,$375K,,-79.10%,1,,0.00%,1,,0.00%,7,,250.00%,40,,-251,,,
"Alta, WY",Jun-20,$831K,121.50%,,2,100.00%,,,,,3,-57.10%,,45,5,,,,
"Alta, WY",Aug-20,$550K,,,3,,,1,,,2,,,422,,,,,
"Alta, WY",Sep-20,"$1,310K",138.20%,61.20%,2,-33.30%,0.00%,1,0.00%,,2,0.00%,-50.00%,375,-47,309,,,
"Alta, WY",Dec-20,$975K,,,3,,,,,,3,,,111,,,,,
"Alta, WY",Apr-21,"$2,200K",,,1,,,1,,,4,,,163,,,,,
"Alta, WY",May-21,"$1,373K",-37.60%,266.00%,4,300.00%,300.00%,,,,,,,152,-11,112,,,
"Alta, WY",Jul-21,"$3,048K",,,2,,,,,,1,,,44,,,,,
"Alta, WY",Nov-21,"$8,750K",,,1,,,,,,1,,,62,,,,,
"Alta, WY",May-22,"$1,847K",,34.60%,2,,-50.00%,4,,,5,,,69,,-83,,,
"Alta, WY",Sep-22,"$1,249K",,,3,,,,,,7,,,117,,,,,
"Alta, WY",Oct-22,$995K,-20.30%,,1,-66.70%,,,,,6,-14.30%,,96,-21,,,,
"Alta, WY",Nov-22,"$1,400K",40.70%,-84.00%,1,0.00%,0.00%,,,,5,-16.70%,400.00%,193,97,131,,,
"Alta, WY",Dec-22,"$1,650K",17.90%,,1,0.00%,,,,,4,-20.00%,,180,-13,,,,
"Alta, WY",Jan-23,"$1,550K",-6.10%,,1,0.00%,,,,,3,-25.00%,,251,71,,,,
"Alta, WY",May-23,"$5,410K",,192.90%,2,,0.00%,2,,-50.00%,3,,-40.00%,289,,220,,,
"Alta, WY",Jun-23,$995K,-81.60%,,1,-50.00%,,,,,2,-33.30%,,56,-233,,,,
"Alta, WY",Sep-23,"$1,495K",,19.70%,1,,-66.70%,,,,1,,-85.70%,99,,-18,,,
"Alta, WY",Oct-23,"$2,795K",87.00%,180.90%,2,100.00%,100.00%,2,,,2,100.00%,-66.70%,644,545,548,,,
"Alta, WY",Jan-24,"$1,100K",,-29.00%,1,,0.00%,,,,2,,-33.30%,57,,-194,,,
"Antelope Hills, WY",Nov-16,$101K,,,1,,,,,,,,,158,,,87.80%,,
"Antelope Hills, WY",Jun-19,$110K,,,1,,,1,,,1,,,302,,,92.40%,,
"Antelope Hills, WY",Aug-20,$414K,,,1,,,,,,1,,,402,,,95.80%,,
"Antelope Hills, WY",Jan-21,$85K,,,1,,,,,,,,,192,,,85.00%,,
"Antelope Hills, WY",Jan-22,$188K,,120.60%,1,,0.00%,,,,,,,136,,-56,100.00%,,15.00%
"Antelope Hills, WY",Jun-23,$340K,,,1,,,,,,,,,57,,,100.00%,,
"Antelope Hills, WY",Oct-23,$285K,,,1,,,,,,1,,,69,,,100.00%,,
"Antelope Hills, WY",Jun-24,$300K,,-11.70%,1,,0.00%,,,,1,,,248,,191,100.00%,,0.00%
"Antelope Valley-Crestview, WY",Jan-15,$132K,,,1,,,,,,,,,58,,,,,
"Antelope Valley-Crestview, WY",Dec-15,$136K,,,1,,,,,,,,,60,,,93.90%,,
"Antelope Valley-Crestview, WY",Apr-17,$235K,,,1,,,,,,1,,,18,,,,,
"Antelope Valley-Crestview, WY",Jun-21,$315K,,,1,,,,,,,,,52,,,100.00%,,
"Arapahoe, WY",Dec-16,$150K,,,1,,,,,,2,,,179,,,94.90%,,
"Arapahoe, WY",Jun-17,$29K,,,1,,,,,,1,,,"1,445",,,85.50%,,
"Arapahoe, WY",Jun-18,$180K,,520.70%,1,,0.00%,,,,5,,400.00%,742,,-703,100.00%,,14.50%
"Arapahoe, WY",Jul-18,$223K,23.60%,,2,100.00%,,1,,,4,-20.00%,,273,-469,,96.00%,-4.00%,
"Arapahoe, WY",Apr-19,$69K,,,1,,,,,,1,,,281,,,100.00%,,
"Arapahoe, WY",Mar-20,$84K,,,1,,,,,,,,,852,,,100.00%,,
"Arapahoe, WY",Feb-21,$55K,,,1,,,,,,1,,,"1,040",,,79.70%,,
"Arapahoe, WY",May-21,$62K,,,1,,,1,,,2,,,"2,303",,,89.90%,,
"Arapahoe, WY",May-22,$345K,,456.50%,1,,0.00%,,,,,,,48,,"-2,255",100.00%,,10.10%
"Arapahoe, WY",Oct-22,$210K,,,1,,,1,,,,,,,,,100.00%,,
"Arapahoe, WY",Jul-23,$220K,,,1,,,,,,1,,,93,,,97.80%,,
"Arapahoe, WY",Sep-23,$375K,,,1,,,,,,1,,,31,,,100.00%,,
"Arapahoe, WY",Apr-24,$250K,,,1,,,,,,,,,14,,,92.60%,,
"Arrowhead Springs, WY",Feb-18,$425K,,,2,,,,,,1,,,348,,,98.90%,,
"Arrowhead Springs, WY",Feb-20,$535K,,,1,,,,,,1,,,289,,,97.40%,,
"Arrowhead Springs, WY",Mar-20,$455K,-15.00%,,1,0.00%,,,,,,,,315,26,,95.80%,-1.70%,
"Arrowhead Springs, WY",May-20,$470K,,,1,,,,,,,,,480,,,98.90%,,
"Arrowhead Springs, WY",Mar-21,$350K,,-23.10%,1,,0.00%,,,,,,,"1,261",,946,92.10%,,-3.70%
"Arrowhead Springs, WY",Sep-22,$480K,,,1,,,,,,1,,,39,,,96.00%,,
"Arvada, WY",Aug-22,$45K,,,1,,,,,,,,,130,,,69.20%,,
"Atlantic City, WY",Oct-15,$65K,,,1,,,,,,8,,,150,,,86.70%,,
"Atlantic City, WY",Apr-16,$75K,,,1,,,,,,3,,,209,,,93.80%,,
"Atlantic City, WY",Sep-16,$156K,,,1,,,,,,2,,,97,,,94.80%,,
"Atlantic City, WY",Feb-17,$200K,,,1,,,,,,2,,,656,,,97.30%,,
"Atlantic City, WY",Sep-17,$278K,,78.80%,1,,0.00%,,,,,,,434,,337,93.30%,,-1.50%
"Atlantic City, WY",Oct-19,$33K,,,1,,,,,,,,,21,,,100.00%,,
"Atlantic City, WY",Jan-20,$100K,,,1,,,,,,,,,"1,736",,,100.00%,,
"Atlantic City, WY",Oct-20,$150K,,361.20%,1,,0.00%,,,,,,,107,,86,100.00%,,0.00%
"Atlantic City, WY",Aug-21,$186K,,,1,,,1,,,3,,,41,,,93.10%,,
"Atlantic City, WY",Sep-21,$183K,-2.00%,,2,100.00%,,,,,1,-66.70%,,71,30,,94.80%,1.60%,
"Atlantic City, WY",Oct-21,$245K,34.20%,63.40%,1,-50.00%,0.00%,,,,,,,37,-34,-70,98.00%,3.30%,-2.00%
"Atlantic City, WY",Jul-23,$239K,,,1,,,1,,,2,,,82,,,96.00%,,
"Atlantic City, WY",Aug-23,$380K,59.00%,,1,0.00%,,1,0.00%,,2,0.00%,,58,-24,,95.20%,-0.70%,
"Bairoil, WY",Nov-16,$21K,,,1,,,,,,,,,177,,,72.00%,,
"Bairoil, WY",Dec-23,$45K,,,1,,,,,,,,,43,,,100.00%,,
"Bar Nunn, WY",Sep-15,$235K,,,8,,,11,,,45,,,67,,,100.00%,,
"Bar Nunn, WY",Oct-15,$259K,10.20%,,9,12.50%,,9,-18.20%,,47,4.40%,,199,132,,100.20%,0.20%,
"Bar Nunn, WY",Nov-15,$234K,-9.50%,,8,-11.10%,,5,-44.40%,,39,-17.00%,,120,-79,,97.90%,-2.20%,
"Bar Nunn, WY",Dec-15,$218K,-6.90%,,8,0.00%,,3,-40.00%,,35,-10.30%,,83,-37,,99.40%,1.50%,
"Bar Nunn, WY",Jan-16,$242K,10.80%,,4,-50.00%,,4,33.30%,,34,-2.90%,,127,44,,98.60%,-0.80%,
"Bar Nunn, WY",Feb-16,$247K,2.40%,,6,50.00%,,2,-50.00%,,27,-20.60%,,176,49,,99.70%,1.00%,
"Bar Nunn, WY",Mar-16,$206K,-16.80%,,4,-33.30%,,6,200.00%,,27,0.00%,,143,-33,,98.10%,-1.60%,
"Bar Nunn, WY",Apr-16,$250K,21.40%,,7,75.00%,,14,133.30%,,33,22.20%,,101,-42,,98.70%,0.60%,
"Bar Nunn, WY",May-16,$255K,2.00%,,6,-14.30%,,6,-57.10%,,33,0.00%,,88,-13,,98.50%,-0.10%,
"Bar Nunn, WY",Jun-16,$220K,-13.70%,,3,-50.00%,,7,16.70%,,38,15.20%,,76,-12,,99.20%,0.70%,
"Bar Nunn, WY",Jul-16,$258K,17.30%,,11,266.70%,,11,57.10%,,38,0.00%,,85,9,,99.00%,-0.30%,
"Bar Nunn, WY",Aug-16,$270K,4.70%,,3,-72.70%,,7,-36.40%,,40,5.30%,,103,18,,100.30%,1.30%,
"Bar Nunn, WY",Sep-16,$237K,-12.20%,1.00%,11,266.70%,37.50%,3,-57.10%,-72.70%,29,-27.50%,-35.60%,61,-42,-6,99.60%,-0.70%,-0.30%
"Bar Nunn, WY",Oct-16,$248K,4.60%,-4.10%,4,-63.60%,-55.60%,4,33.30%,-55.60%,28,-3.40%,-40.40%,79,18,-120,100.10%,0.50%,0.00%
"Bar Nunn, WY",Nov-16,$179K,-27.80%,-23.50%,3,-25.00%,-62.50%,1,-75.00%,-80.00%,27,-3.60%,-30.80%,142,63,22,95.10%,-5.00%,-2.80%
"Bar Nunn, WY",Dec-16,$246K,37.40%,12.80%,4,33.30%,-50.00%,4,300.00%,33.30%,25,-7.40%,-28.60%,73,-69,-10,100.10%,5.00%,0.70%
"Bar Nunn, WY",Jan-17,$229K,-6.90%,-5.20%,1,-75.00%,-75.00%,4,0.00%,0.00%,27,8.00%,-20.60%,"1,220","1,147","1,093",100.00%,-0.10%,1.40%
"Bar Nunn, WY",Feb-17,$224K,-2.40%,-9.60%,5,400.00%,-16.70%,1,-75.00%,-50.00%,25,-7.40%,-7.40%,158,"-1,062",-18,96.20%,-3.80%,-3.40%
"Bar Nunn, WY",Mar-17,$229K,2.40%,11.20%,5,0.00%,25.00%,6,500.00%,0.00%,25,0.00%,-7.40%,149,-9,6,99.50%,3.30%,1.50%
"Bar Nunn, WY",Apr-17,$198K,-13.80%,-21.00%,6,20.00%,-14.30%,3,-50.00%,-78.60%,17,-32.00%,-48.50%,108,-41,7,99.30%,-0.30%,0.60%
"Bar Nunn, WY",May-17,$254K,28.50%,-0.50%,4,-33.30%,-33.30%,5,66.70%,-16.70%,18,5.90%,-45.50%,71,-37,-17,96.60%,-2.60%,-1.90%
"Bar Nunn, WY",Jun-17,$204K,-19.50%,-7.20%,2,-50.00%,-33.30%,8,60.00%,14.30%,22,22.20%,-42.10%,108,37,32,98.50%,1.90%,-0.70%
"Bar Nunn, WY",Jul-17,$208K,1.90%,-19.40%,7,250.00%,-36.40%,13,62.50%,18.20%,29,31.80%,-23.70%,119,11,34,99.10%,0.50%,0.10%
"Bar Nunn, WY",Aug-17,$256K,23.10%,-5.20%,8,14.30%,166.70%,8,-38.50%,14.30%,31,6.90%,-22.50%,276,157,173,98.70%,-0.40%,-1.70%
"Bar Nunn, WY",Sep-17,$203K,-20.90%,-14.60%,4,-50.00%,-63.60%,4,-50.00%,33.30%,31,0.00%,6.90%,80,-196,19,99.50%,0.80%,-0.10%
"Bar Nunn, WY",Oct-17,$206K,1.70%,-16.90%,7,75.00%,75.00%,4,0.00%,0.00%,27,-12.90%,-3.60%,81,1,2,99.90%,0.40%,-0.20%
"Bar Nunn, WY",Nov-17,$275K,33.50%,53.60%,7,0.00%,133.30%,7,75.00%,600.00%,29,7.40%,7.40%,118,37,-24,99.30%,-0.60%,4.20%
"Bar Nunn, WY",Dec-17,$181K,-34.30%,-26.50%,4,-42.90%,0.00%,3,-57.10%,-25.00%,29,0.00%,16.00%,244,126,171,98.20%,-1.10%,-1.90%
"Bar Nunn, WY",Jan-18,$219K,21.20%,-4.40%,3,-25.00%,200.00%,5,66.70%,25.00%,31,6.90%,14.80%,69,-175,"-1,151",100.20%,2.00%,0.20%
"Bar Nunn, WY",Feb-18,$205K,-6.40%,-8.30%,3,0.00%,-40.00%,6,20.00%,500.00%,34,9.70%,36.00%,118,49,-40,97.60%,-2.70%,1.30%
"Bar Nunn, WY",Mar-18,$245K,19.40%,6.90%,8,166.70%,60.00%,4,-33.30%,-33.30%,30,-11.80%,20.00%,221,103,72,98.40%,0.90%,-1.10%
"Bar Nunn, WY",Apr-18,$224K,-8.70%,13.20%,8,0.00%,33.30%,6,50.00%,100.00%,29,-3.30%,70.60%,85,-136,-23,100.30%,1.80%,1.00%
"Bar Nunn, WY",May-18,$285K,27.50%,12.30%,9,12.50%,125.00%,9,50.00%,80.00%,30,3.40%,66.70%,95,10,24,100.60%,0.30%,4.00%
"Bar Nunn, WY",Jun-18,$230K,-19.30%,12.60%,9,0.00%,350.00%,9,0.00%,12.50%,31,3.30%,40.90%,149,54,41,99.40%,-1.20%,0.90%
"Bar Nunn, WY",Jul-18,$268K,16.30%,28.60%,9,0.00%,28.60%,4,-55.60%,-69.20%,24,-22.60%,-17.20%,158,9,39,101.20%,1.80%,2.10%
"Bar Nunn, WY",Aug-18,$224K,-16.30%,-12.50%,9,0.00%,12.50%,8,100.00%,0.00%,26,8.30%,-16.10%,111,-47,-165,98.20%,-3.00%,-0.50%
"Bar Nunn, WY",Sep-18,$235K,4.90%,16.10%,8,-11.10%,100.00%,4,-50.00%,0.00%,22,-15.40%,-29.00%,101,-10,21,99.00%,0.80%,-0.50%
"Bar Nunn, WY",Oct-18,$275K,17.00%,33.40%,5,-37.50%,-28.60%,3,-25.00%,-25.00%,20,-9.10%,-25.90%,73,-28,-8,98.10%,-0.90%,-1.80%
"Bar Nunn, WY",Nov-18,$218K,-20.70%,-20.70%,5,0.00%,-28.60%,6,100.00%,-14.30%,22,10.00%,-24.10%,152,79,34,101.50%,3.40%,2.20%
"Bar Nunn, WY",Dec-18,$199K,-8.70%,10.20%,2,-60.00%,-50.00%,6,0.00%,100.00%,26,18.20%,-10.30%,127,-25,-117,98.90%,-2.60%,0.70%
"Bar Nunn, WY",Jan-19,$283K,41.90%,29.00%,6,200.00%,100.00%,5,-16.70%,0.00%,25,-3.80%,-19.40%,169,42,100,99.90%,1.00%,-0.40%
"Bar Nunn, WY",Feb-19,$229K,-18.90%,11.70%,6,0.00%,100.00%,6,20.00%,0.00%,25,0.00%,-26.50%,100,-69,-18,99.90%,0.00%,2.30%
"Bar Nunn, WY",Mar-19,$224K,-2.20%,-8.50%,10,66.70%,25.00%,6,0.00%,50.00%,21,-16.00%,-30.00%,144,44,-77,99.60%,-0.30%,1.10%
"Bar Nunn, WY",Apr-19,$250K,11.60%,11.90%,7,-30.00%,-12.50%,5,-16.70%,-16.70%,19,-9.50%,-34.50%,66,-78,-19,101.10%,1.50%,0.80%
"Bar Nunn, WY",May-19,$258K,3.00%,-9.60%,4,-42.90%,-55.60%,4,-20.00%,-55.60%,19,0.00%,-36.70%,67,1,-28,99.00%,-2.10%,-1.60%
"Bar Nunn, WY",Jun-19,$255K,-1.00%,10.90%,7,75.00%,-22.20%,4,0.00%,-55.60%,17,-10.50%,-45.20%,117,50,-32,99.50%,0.50%,0.10%
"Bar Nunn, WY",Jul-19,$278K,8.90%,3.80%,2,-71.40%,-77.80%,7,75.00%,75.00%,22,29.40%,-8.30%,153,36,-5,111.10%,11.60%,9.90%
"Bar Nunn, WY",Aug-19,$249K,-10.50%,10.90%,6,200.00%,-33.30%,6,-14.30%,-25.00%,23,4.50%,-11.50%,78,-75,-33,99.40%,-11.70%,1.30%
"Bar Nunn, WY",Sep-19,$235K,-5.40%,0.00%,11,83.30%,37.50%,3,-50.00%,-25.00%,15,-34.80%,-31.80%,63,-15,-38,99.00%,-0.40%,0.10%
"Bar Nunn, WY",Oct-19,$232K,-1.10%,-15.40%,6,-45.50%,20.00%,8,166.70%,166.70%,17,13.30%,-15.00%,129,66,56,99.40%,0.30%,1.30%
"Bar Nunn, WY",Nov-19,$290K,24.70%,33.00%,7,16.70%,40.00%,3,-62.50%,-50.00%,12,-29.40%,-45.50%,52,-77,-100,100.20%,0.80%,-1.30%
"Bar Nunn, WY",Dec-19,$280K,-3.40%,40.60%,5,-28.60%,150.00%,2,-33.30%,-66.70%,9,-25.00%,-65.40%,51,-1,-76,100.60%,0.40%,1.70%
"Bar Nunn, WY",Jan-20,$233K,-17.00%,-17.70%,2,-60.00%,-66.70%,11,450.00%,120.00%,18,100.00%,-28.00%,65,14,-104,98.90%,-1.70%,-1.00%
"Bar Nunn, WY",Feb-20,$278K,19.50%,21.30%,7,250.00%,16.70%,2,-81.80%,-66.70%,13,-27.80%,-48.00%,75,10,-25,99.50%,0.60%,-0.40%
"Bar Nunn, WY",Mar-20,$240K,-13.50%,7.30%,8,14.30%,-20.00%,11,450.00%,83.30%,16,23.10%,-23.80%,51,-24,-93,98.20%,-1.30%,-1.40%
"Bar Nunn, WY",Apr-20,$242K,0.40%,-3.40%,8,0.00%,14.30%,6,-45.50%,20.00%,17,6.30%,-10.50%,93,42,27,100.30%,2.10%,-0.80%
"Bar Nunn, WY",May-20,$272K,12.60%,5.60%,6,-25.00%,50.00%,4,-33.30%,0.00%,15,-11.80%,-21.10%,54,-39,-13,102.00%,1.70%,2.90%
"Bar Nunn, WY",Jun-20,$279K,2.60%,9.40%,5,-16.70%,-28.60%,7,75.00%,75.00%,18,20.00%,5.90%,87,33,-30,98.70%,-3.20%,-0.80%
"Bar Nunn, WY",Jul-20,$272K,-2.30%,-1.90%,10,100.00%,400.00%,5,-28.60%,-28.60%,13,-27.80%,-40.90%,84,-3,-69,99.20%,0.50%,-11.80%
"Bar Nunn, WY",Aug-20,$253K,-7.10%,1.80%,7,-30.00%,16.70%,5,0.00%,-16.70%,11,-15.40%,-52.20%,71,-13,-7,99.80%,0.60%,0.40%
"Bar Nunn, WY",Sep-20,$300K,18.40%,27.40%,4,-42.90%,-63.60%,5,0.00%,66.70%,12,9.10%,-20.00%,47,-24,-16,99.70%,-0.20%,0.60%
"Bar Nunn, WY",Oct-20,$279K,-6.80%,20.00%,1,-75.00%,-83.30%,10,100.00%,25.00%,21,75.00%,23.50%,46,-1,-83,101.50%,1.80%,2.10%
"Bar Nunn, WY",Nov-20,$287K,2.70%,-1.20%,5,400.00%,-28.60%,3,-70.00%,0.00%,18,-14.30%,50.00%,70,24,18,99.80%,-1.70%,-0.40%
"Bar Nunn, WY",Dec-20,$289K,0.70%,3.00%,6,20.00%,20.00%,5,66.70%,150.00%,17,-5.60%,88.90%,55,-15,4,99.10%,-0.70%,-1.50%
"Bar Nunn, WY",Jan-21,$225K,-22.00%,-3.20%,4,-33.30%,100.00%,5,0.00%,-54.50%,18,5.90%,0.00%,87,32,22,98.10%,-0.90%,-0.70%
"Bar Nunn, WY",Feb-21,$232K,3.10%,-16.50%,7,75.00%,0.00%,3,-40.00%,50.00%,14,-22.20%,7.70%,105,18,30,99.40%,1.20%,-0.10%
"Bar Nunn, WY",Mar-21,$283K,22.20%,17.90%,8,14.30%,0.00%,6,100.00%,-45.50%,11,-21.40%,-31.30%,53,-52,2,98.30%,-1.10%,0.10%
"Bar Nunn, WY",Apr-21,$293K,3.20%,21.10%,6,-25.00%,-25.00%,12,100.00%,100.00%,16,45.50%,-5.90%,42,-11,-51,101.10%,2.80%,0.80%
"Bar Nunn, WY",May-21,$279K,-4.60%,2.60%,5,-16.70%,-16.70%,2,-83.30%,-50.00%,14,-12.50%,-6.70%,55,13,1,100.50%,-0.60%,-1.50%
"Bar Nunn, WY",Jun-21,$273K,-2.30%,-2.30%,8,60.00%,60.00%,9,350.00%,28.60%,15,7.10%,-16.70%,56,1,-31,100.40%,-0.10%,1.70%
"Bar Nunn, WY",Jul-21,$285K,4.60%,4.60%,3,-62.50%,-70.00%,7,-22.20%,40.00%,19,26.70%,46.20%,52,-4,-32,100.80%,0.40%,1.60%
"Bar Nunn, WY",Aug-21,$310K,8.80%,22.50%,7,133.30%,0.00%,7,0.00%,40.00%,18,-5.30%,63.60%,53,1,-18,98.70%,-2.10%,-1.10%
"Bar Nunn, WY",Sep-21,$258K,-16.90%,-14.00%,8,14.30%,100.00%,3,-57.10%,-40.00%,12,-33.30%,0.00%,62,9,15,98.10%,-0.60%,-1.50%
"Bar Nunn, WY",Oct-21,$313K,21.40%,12.00%,6,-25.00%,500.00%,7,133.30%,-30.00%,14,16.70%,-33.30%,59,-3,13,99.60%,1.50%,-1.80%
"Bar Nunn, WY",Nov-21,$245K,-21.60%,-14.50%,5,-16.70%,0.00%,5,-28.60%,66.70%,14,0.00%,-22.20%,76,17,6,98.10%,-1.50%,-1.70%
"Bar Nunn, WY",Dec-21,$325K,32.70%,12.70%,5,0.00%,-16.70%,2,-60.00%,-60.00%,11,-21.40%,-35.30%,50,-26,-5,100.40%,2.30%,1.30%
"Bar Nunn, WY",Jan-22,$360K,10.80%,60.00%,1,-80.00%,-75.00%,3,50.00%,-40.00%,13,18.20%,-27.80%,43,-7,-44,100.00%,-0.40%,1.90%
"Bar Nunn, WY",Feb-22,$335K,-7.00%,44.40%,8,700.00%,14.30%,,,,5,-61.50%,-64.30%,91,48,-14,100.40%,0.40%,1.10%
"Bar Nunn, WY",Mar-22,$320K,-4.60%,12.80%,4,-50.00%,-50.00%,4,,-33.30%,5,0.00%,-54.50%,113,22,60,98.80%,-1.70%,0.50%
"Bar Nunn, WY",Apr-22,$355K,11.10%,21.40%,3,-25.00%,-50.00%,5,25.00%,-58.30%,8,60.00%,-50.00%,35,-78,-7,101.30%,2.50%,0.20%
"Bar Nunn, WY",May-22,$325K,-8.50%,16.50%,3,0.00%,-40.00%,7,40.00%,250.00%,12,50.00%,-14.30%,41,6,-14,101.40%,0.10%,0.90%
"Bar Nunn, WY",Jun-22,$288K,-11.50%,5.50%,7,133.30%,-12.50%,5,-28.60%,-44.40%,10,-16.70%,-33.30%,49,8,-7,102.20%,0.80%,1.80%
"Bar Nunn, WY",Jul-22,$338K,17.40%,18.50%,4,-42.90%,33.30%,4,-20.00%,-42.90%,11,10.00%,-42.10%,39,-10,-13,100.30%,-1.90%,-0.50%
"Bar Nunn, WY",Aug-22,$345K,2.20%,11.30%,9,125.00%,28.60%,6,50.00%,-14.30%,9,-18.20%,-50.00%,75,36,22,99.70%,-0.50%,1.00%
"Bar Nunn, WY",Sep-22,$328K,-5.10%,27.20%,4,-55.60%,-50.00%,6,0.00%,100.00%,10,11.10%,-16.70%,55,-20,-7,98.90%,-0.80%,0.80%
"Bar Nunn, WY",Oct-22,$262K,-20.00%,-16.20%,5,25.00%,-16.70%,1,-83.30%,-85.70%,6,-40.00%,-57.10%,46,-9,-13,100.80%,2.00%,1.20%
"Bar Nunn, WY",Nov-22,$481K,83.50%,96.20%,2,-60.00%,-60.00%,6,500.00%,20.00%,10,66.70%,-28.60%,111,65,35,104.10%,3.30%,6.00%
"Bar Nunn, WY",Jan-23,$330K,,-8.30%,6,,500.00%,5,,66.70%,12,,-7.70%,66,,23,99.80%,,-0.20%
"Bar Nunn, WY",Feb-23,$325K,-1.50%,-3.00%,3,-50.00%,-62.50%,4,-20.00%,,13,8.30%,160.00%,35,-31,-56,99.30%,-0.50%,-1.20%
"Bar Nunn, WY",Mar-23,$280K,-13.80%,-12.40%,7,133.30%,75.00%,4,0.00%,0.00%,10,-23.10%,100.00%,38,3,-75,100.10%,0.90%,1.30%
"Bar Nunn, WY",Apr-23,$365K,30.30%,2.80%,3,-57.10%,0.00%,1,-75.00%,-80.00%,8,-20.00%,0.00%,65,27,30,102.70%,2.50%,1.40%
"Bar Nunn, WY",May-23,$415K,13.70%,27.70%,3,0.00%,0.00%,8,700.00%,14.30%,13,62.50%,8.30%,147,82,106,99.20%,-3.50%,-2.20%
"Bar Nunn, WY",Jun-23,$449K,8.10%,56.00%,6,100.00%,-14.30%,10,25.00%,100.00%,17,30.80%,70.00%,65,-82,16,101.60%,2.40%,-0.60%
"Bar Nunn, WY",Jul-23,$300K,-33.10%,-11.10%,11,83.30%,175.00%,5,-50.00%,25.00%,10,-41.20%,-9.10%,45,-20,6,101.40%,-0.20%,1.10%
"Bar Nunn, WY",Aug-23,$353K,17.50%,2.20%,4,-63.60%,-55.60%,7,40.00%,16.70%,12,20.00%,33.30%,56,11,-19,100.80%,-0.60%,1.00%
"Bar Nunn, WY",Sep-23,$365K,3.50%,11.50%,5,25.00%,25.00%,5,-28.60%,-16.70%,9,-25.00%,-10.00%,56,0,1,100.40%,-0.40%,1.50%
"Bar Nunn, WY",Oct-23,$330K,-9.60%,26.00%,5,0.00%,0.00%,5,0.00%,400.00%,11,22.20%,83.30%,25,-31,-21,99.40%,-1.00%,-1.50%
"Bar Nunn, WY",Dec-23,$347K,,,5,,,4,,,8,,,34,,,98.70%,,
"Bar Nunn, WY",Jan-24,$390K,12.40%,18.20%,4,-20.00%,-33.30%,6,50.00%,20.00%,8,0.00%,-33.30%,38,4,-28,99.20%,0.40%,-0.70%
"Bar Nunn, WY",Feb-24,$273K,-30.10%,-16.20%,4,0.00%,33.30%,3,-50.00%,-25.00%,4,-50.00%,-69.20%,33,-5,-2,99.40%,0.20%,0.10%
"Bar Nunn, WY",Mar-24,$375K,37.60%,33.90%,7,75.00%,0.00%,2,-33.30%,-50.00%,5,25.00%,-50.00%,32,-1,-6,99.30%,-0.10%,-0.80%
"Bar Nunn, WY",Apr-24,$378K,0.70%,3.50%,5,-28.60%,66.70%,5,150.00%,400.00%,5,0.00%,-37.50%,82,50,17,100.90%,1.60%,-1.80%
"Bar Nunn, WY",May-24,$388K,2.60%,-6.60%,4,-20.00%,33.30%,3,-40.00%,-62.50%,4,-20.00%,-69.20%,31,-51,-116,101.00%,0.10%,1.80%
"Bar Nunn, WY",Jun-24,$336K,-13.40%,-25.20%,4,0.00%,-33.30%,4,33.30%,-60.00%,5,25.00%,-70.60%,21,-10,-44,99.40%,-1.60%,-2.20%
"Bear River, WY",Mar-16,$162K,,,1,,,,,,4,,,227,,,90.10%,,
"Bear River, WY",May-16,$348K,,,1,,,2,,,7,,,539,,,100.00%,,
"Bear River, WY",Jun-16,$245K,-29.50%,,1,0.00%,,,,,5,-28.60%,,45,-494,,91.10%,-8.90%,
"Bear River, WY",Aug-16,$233K,,,1,,,,,,4,,,132,,,101.70%,,
"Bear River, WY",Nov-16,$147K,,,1,,,,,,4,,,145,,,94.50%,,
